source,target,relation,weight
model pemberdayaan bottom-up,implementasi program pemberdayaan,successor,1
model pemberdayaan bottom-up,strategi pengembangan komunitas,successor,1
model pemberdayaan bottom-up,keberlanjutan program,peer,1
model pemberdayaan bottom-up,pelestarian lingkungan,peer,1
model pemberdayaan bottom-up,model pemberdayaan bottom-up,has_concept,1
model pemberdayaan bottom-up,pernikahan dini,has_concept,2
model pemberdayaan bottom-up,aksi sosial,has_concept,2
model pemberdayaan bottom-up,q_9ee4766b39,has_question,1
model pemberdayaan bottom-up,perancangan program,successor,1
model pemberdayaan bottom-up,implementasi program sosial,successor,1
q_48d599ef7f,menganalisis,requires_method,1
efektivitas bioremediasi pencemaran tanah,bioremediasi,has_concept,1
efektivitas bioremediasi pencemaran tanah,pencemaran tanah,has_concept,1
efektivitas bioremediasi pencemaran tanah,solusi final,has_concept,1
efektivitas bioremediasi pencemaran tanah,solusi sementara,has_concept,1
bioremediasi,q_887a9ac7ca,has_question,1
bioremediasi,teknik pengendalian pencemaran,successor,1
bioremediasi,aspek keberlanjutan lingkungan,successor,1
bioremediasi,pencemaran tanah,peer,1
bioremediasi,solusi final,peer,1
bioremediasi,solusi sementara,peer,1
pencemaran tanah,q_887a9ac7ca,has_question,1
pencemaran tanah,teknik pengendalian pencemaran,successor,1
pencemaran tanah,aspek keberlanjutan lingkungan,successor,1
pencemaran tanah,bioremediasi,peer,1
pencemaran tanah,solusi final,peer,1
pencemaran tanah,solusi sementara,peer,1
solusi final,q_887a9ac7ca,has_question,1
solusi final,teknik pengendalian pencemaran,successor,1
solusi final,aspek keberlanjutan lingkungan,successor,1
solusi final,bioremediasi,peer,1
solusi final,pencemaran tanah,peer,1
solusi final,solusi sementara,peer,1
solusi sementara,q_887a9ac7ca,has_question,1
solusi sementara,teknik pengendalian pencemaran,successor,1
solusi sementara,aspek keberlanjutan lingkungan,successor,1
solusi sementara,bioremediasi,peer,1
solusi sementara,pencemaran tanah,peer,1
solusi sementara,solusi final,peer,1
q_887a9ac7ca,mengevaluasi,requires_method,1
pencemaran lingkungan,bioremediasi,prerequisite,1
pencemaran lingkungan,pencemaran tanah,prerequisite,1
pencemaran lingkungan,solusi final,prerequisite,1
pencemaran lingkungan,solusi sementara,prerequisite,1
metode pelestarian lingkungan,bioremediasi,prerequisite,1
metode pelestarian lingkungan,pencemaran tanah,prerequisite,1
metode pelestarian lingkungan,solusi final,prerequisite,1
metode pelestarian lingkungan,solusi sementara,prerequisite,1
peran pemerintah dalam keterpaduan lembaga,peran pemerintah dalam keterpaduan,has_concept,1
peran pemerintah dalam keterpaduan lembaga,pemanfaatan dan pengelolaan ruang,has_concept,1
peran pemerintah dalam keterpaduan lembaga,penataan ruang,has_concept,1
peran pemerintah dalam keterpaduan,q_b3ea234429,has_question,1
peran pemerintah dalam keterpaduan,aspek hukum penataan ruang,successor,1
peran pemerintah dalam keterpaduan,pemanfaatan dan pengelolaan ruang,peer,1
peran pemerintah dalam keterpaduan,penataan ruang,peer,1
pemanfaatan dan pengelolaan ruang,q_b3ea234429,has_question,1
pemanfaatan dan pengelolaan ruang,aspek hukum penataan ruang,successor,1
pemanfaatan dan pengelolaan ruang,peran pemerintah dalam keterpaduan,peer,1
pemanfaatan dan pengelolaan ruang,penataan ruang,peer,1
q_b3ea234429,mengevaluasi,requires_method,1
peran jalur rempah nusantara,interkoneksi global nusantara,has_concept,1
peran jalur rempah nusantara,perdagangan rempah-rempah,has_concept,1
peran jalur rempah nusantara,kondisi eropa abad 14-15,has_concept,1
peran jalur rempah nusantara,kritik pernyataan sejarah,has_concept,1
interkoneksi global nusantara,q_ecea989355,has_question,1
interkoneksi global nusantara,dampak kolonialisme eropa,successor,1
interkoneksi global nusantara,perbandingan sistem ekonomi global,successor,1
interkoneksi global nusantara,perdagangan rempah-rempah,peer,1
interkoneksi global nusantara,kondisi eropa abad 14-15,peer,1
interkoneksi global nusantara,kritik pernyataan sejarah,peer,1
perdagangan rempah-rempah,q_ecea989355,has_question,1
perdagangan rempah-rempah,dampak kolonialisme eropa,successor,1
perdagangan rempah-rempah,perbandingan sistem ekonomi global,successor,1
perdagangan rempah-rempah,interkoneksi global nusantara,peer,1
perdagangan rempah-rempah,kondisi eropa abad 14-15,peer,1
perdagangan rempah-rempah,kritik pernyataan sejarah,peer,1
perdagangan rempah-rempah,q_e314ad4a96,has_question,1
perdagangan rempah-rempah,diplomasi internasional,successor,1
perdagangan rempah-rempah,warisan budaya global,successor,1
perdagangan rempah-rempah,sejarah interkoneksi global nusantara,peer,1
perdagangan rempah-rempah,nusantara sebagai melting pot,peer,1
perdagangan rempah-rempah,duta besar dan kerja sama internasional,peer,1
kondisi eropa abad 14-15,q_ecea989355,has_question,1
kondisi eropa abad 14-15,dampak kolonialisme eropa,successor,1
kondisi eropa abad 14-15,perbandingan sistem ekonomi global,successor,1
kondisi eropa abad 14-15,interkoneksi global nusantara,peer,1
kondisi eropa abad 14-15,perdagangan rempah-rempah,peer,1
kondisi eropa abad 14-15,kritik pernyataan sejarah,peer,1
kritik pernyataan sejarah,q_ecea989355,has_question,1
kritik pernyataan sejarah,dampak kolonialisme eropa,successor,1
kritik pernyataan sejarah,perbandingan sistem ekonomi global,successor,1
kritik pernyataan sejarah,interkoneksi global nusantara,peer,1
kritik pernyataan sejarah,perdagangan rempah-rempah,peer,1
kritik pernyataan sejarah,kondisi eropa abad 14-15,peer,1
q_ecea989355,mengevaluasi,requires_method,1
konteks sosial-ekonomi eropa abad pertengahan,interkoneksi global nusantara,prerequisite,1
konteks sosial-ekonomi eropa abad pertengahan,perdagangan rempah-rempah,prerequisite,1
konteks sosial-ekonomi eropa abad pertengahan,kondisi eropa abad 14-15,prerequisite,1
konteks sosial-ekonomi eropa abad pertengahan,kritik pernyataan sejarah,prerequisite,1
faktor pendorong dan penghambat,impor vs produksi,has_concept,1
faktor pendorong dan penghambat,perbedaan sumber daya,has_concept,2
faktor pendorong dan penghambat,perbedaan teknologi,has_concept,1
faktor pendorong dan penghambat,analisis kebijakan perdagangan,has_concept,1
faktor pendorong dan penghambat,perdagangan internasional,has_concept,1
faktor pendorong dan penghambat,faktor penghambat perdagangan,has_concept,1
faktor pendorong dan penghambat,indeks keterbukaan perdagangan,has_concept,1
impor vs produksi,q_662934e2d5,has_question,1
impor vs produksi,kebijakan perdagangan internasional,successor,1
impor vs produksi,keunggulan komparatif,successor,1
impor vs produksi,perbedaan sumber daya,peer,1
impor vs produksi,perbedaan teknologi,peer,1
impor vs produksi,analisis kebijakan perdagangan,peer,1
q_662934e2d5,mengevaluasi,requires_method,1
"faktor pendorong perdagangan (sumber daya, teknologi)",impor vs produksi,prerequisite,1
"faktor pendorong perdagangan (sumber daya, teknologi)",perbedaan sumber daya,prerequisite,1
"faktor pendorong perdagangan (sumber daya, teknologi)",perbedaan teknologi,prerequisite,1
"faktor pendorong perdagangan (sumber daya, teknologi)",analisis kebijakan perdagangan,prerequisite,1
perbandingan dampak bank dan bpr,bank umum,has_concept,1
perbandingan dampak bank dan bpr,bpr,has_concept,1
perbandingan dampak bank dan bpr,dampak ekonomi pedesaan,has_concept,1
perbandingan dampak bank dan bpr,fungsi penghimpunan dan penyaluran dana,has_concept,1
dampak ekonomi pedesaan,q_9be3317114,has_question,1
dampak ekonomi pedesaan,analisis kebijakan keuangan daerah,successor,1
dampak ekonomi pedesaan,peran bank dalam pembangunan pedesaan,successor,1
dampak ekonomi pedesaan,bank umum,peer,1
dampak ekonomi pedesaan,bpr,peer,1
dampak ekonomi pedesaan,fungsi penghimpunan dan penyaluran dana,peer,1
fungsi penghimpunan dan penyaluran dana,q_9be3317114,has_question,1
fungsi penghimpunan dan penyaluran dana,analisis kebijakan keuangan daerah,successor,1
fungsi penghimpunan dan penyaluran dana,peran bank dalam pembangunan pedesaan,successor,1
fungsi penghimpunan dan penyaluran dana,bank umum,peer,1
fungsi penghimpunan dan penyaluran dana,bpr,peer,1
fungsi penghimpunan dan penyaluran dana,dampak ekonomi pedesaan,peer,1
q_9be3317114,mengevaluasi,requires_method,1
merkantilisme,q_c32a9d8f3d,has_question,1
merkantilisme,teori perdagangan internasional lainnya,successor,1
merkantilisme,analisis kebijakan perdagangan,successor,1
merkantilisme,teori perdagangan internasional,peer,1
merkantilisme,ekspor impor,peer,1
merkantilisme,analisis ekonomi,peer,1
ekspor impor,q_c32a9d8f3d,has_question,1
ekspor impor,teori perdagangan internasional lainnya,successor,1
ekspor impor,analisis kebijakan perdagangan,successor,1
ekspor impor,teori perdagangan internasional,peer,1
ekspor impor,merkantilisme,peer,1
ekspor impor,analisis ekonomi,peer,1
analisis ekonomi,q_c32a9d8f3d,has_question,1
analisis ekonomi,teori perdagangan internasional lainnya,successor,1
analisis ekonomi,analisis kebijakan perdagangan,successor,1
analisis ekonomi,teori perdagangan internasional,peer,1
analisis ekonomi,merkantilisme,peer,1
analisis ekonomi,ekspor impor,peer,1
q_c32a9d8f3d,mengevaluasi,requires_method,1
pengertian teori perdagangan internasional,teori perdagangan internasional,prerequisite,1
pengertian teori perdagangan internasional,merkantilisme,prerequisite,1
pengertian teori perdagangan internasional,ekspor impor,prerequisite,1
pengertian teori perdagangan internasional,analisis ekonomi,prerequisite,1
peran partisipasi masyarakat pengelolaan,keanekaragaman hayati,has_concept,1
peran partisipasi masyarakat pengelolaan,pengelolaan biodiversitas,has_concept,1
peran partisipasi masyarakat pengelolaan,partisipasi masyarakat,has_concept,1
peran partisipasi masyarakat pengelolaan,keberlanjutan,has_concept,1
pengelolaan biodiversitas,q_d04e75dbfc,has_question,1
pengelolaan biodiversitas,strategi konservasi,successor,1
pengelolaan biodiversitas,pembangunan berkelanjutan,successor,1
pengelolaan biodiversitas,keanekaragaman hayati,peer,1
pengelolaan biodiversitas,partisipasi masyarakat,peer,1
pengelolaan biodiversitas,keberlanjutan,peer,1
keberlanjutan,q_d04e75dbfc,has_question,1
keberlanjutan,strategi konservasi,successor,1
keberlanjutan,pembangunan berkelanjutan,successor,1
keberlanjutan,keanekaragaman hayati,peer,1
keberlanjutan,pengelolaan biodiversitas,peer,1
keberlanjutan,partisipasi masyarakat,peer,1
keberlanjutan,q_50e63a11f2,has_question,1
keberlanjutan,analisis risiko bioprospeksi,successor,1
keberlanjutan,regulasi keanekaragaman hayati,successor,1
keberlanjutan,bioprospeksi,peer,1
keberlanjutan,pembagian keuntungan adil,peer,1
keberlanjutan,pengetahuan tradisional,peer,1
q_d04e75dbfc,mengevaluasi,requires_method,1
konsep keanekaragaman hayati,keanekaragaman hayati,prerequisite,2
konsep keanekaragaman hayati,pengelolaan biodiversitas,prerequisite,1
konsep keanekaragaman hayati,partisipasi masyarakat,prerequisite,1
konsep keanekaragaman hayati,keberlanjutan,prerequisite,2
konsep keanekaragaman hayati,pemanfaatan berkelanjutan,prerequisite,1
konsep keanekaragaman hayati,ancaman keberlanjutan,prerequisite,1
konsep keanekaragaman hayati,pengelolaan daerah aliran sungai (das),prerequisite,1
konsep keanekaragaman hayati,pembangunan bioregional,prerequisite,1
konsep keanekaragaman hayati,integrasi strategi,prerequisite,1
konsep keanekaragaman hayati,bioprospeksi,prerequisite,1
konsep keanekaragaman hayati,pembagian keuntungan adil,prerequisite,1
konsep keanekaragaman hayati,pengetahuan tradisional,prerequisite,1
konsep pengelolaan sumber daya,keanekaragaman hayati,prerequisite,1
konsep pengelolaan sumber daya,pengelolaan biodiversitas,prerequisite,1
konsep pengelolaan sumber daya,partisipasi masyarakat,prerequisite,1
konsep pengelolaan sumber daya,keberlanjutan,prerequisite,1
dampak letak astronomis vs geografis,letak astronomis,has_concept,1
dampak letak astronomis vs geografis,letak geografis,has_concept,1
dampak letak astronomis vs geografis,dampak perekonomian,has_concept,1
dampak letak astronomis vs geografis,iklim tropis,has_concept,1
dampak perekonomian,q_2c349fd853,has_question,1
dampak perekonomian,analisis dampak geografis,successor,1
dampak perekonomian,perbandingan faktor pendorong perekonomian,successor,1
dampak perekonomian,letak astronomis,peer,1
dampak perekonomian,letak geografis,peer,1
dampak perekonomian,iklim tropis,peer,1
q_2c349fd853,mengevaluasi,requires_method,1
pemahaman letak astronomis,letak astronomis,prerequisite,1
pemahaman letak astronomis,letak geografis,prerequisite,1
pemahaman letak astronomis,dampak perekonomian,prerequisite,1
pemahaman letak astronomis,iklim tropis,prerequisite,1
pemahaman letak geografis,letak astronomis,prerequisite,1
pemahaman letak geografis,letak geografis,prerequisite,1
pemahaman letak geografis,dampak perekonomian,prerequisite,1
pemahaman letak geografis,iklim tropis,prerequisite,1
dampak fenomena iklim global,la nina,has_concept,1
dampak fenomena iklim global,dampak iklim ekstrem,has_concept,1
dampak fenomena iklim global,tenaga endogen (seisme),has_concept,1
dampak fenomena iklim global,bencana hidrometeorologis,has_concept,1
dampak iklim ekstrem,q_60203e992a,has_question,1
dampak iklim ekstrem,analisis risiko bencana,successor,1
dampak iklim ekstrem,mitigasi dampak iklim,successor,1
dampak iklim ekstrem,la nina,peer,1
dampak iklim ekstrem,tenaga endogen (seisme),peer,1
dampak iklim ekstrem,bencana hidrometeorologis,peer,1
tenaga endogen (seisme),q_60203e992a,has_question,1
tenaga endogen (seisme),analisis risiko bencana,successor,1
tenaga endogen (seisme),mitigasi dampak iklim,successor,1
tenaga endogen (seisme),la nina,peer,1
tenaga endogen (seisme),dampak iklim ekstrem,peer,1
tenaga endogen (seisme),bencana hidrometeorologis,peer,1
bencana hidrometeorologis,q_60203e992a,has_question,1
bencana hidrometeorologis,analisis risiko bencana,successor,1
bencana hidrometeorologis,mitigasi dampak iklim,successor,1
bencana hidrometeorologis,la nina,peer,1
bencana hidrometeorologis,dampak iklim ekstrem,peer,1
bencana hidrometeorologis,tenaga endogen (seisme),peer,1
bencana hidrometeorologis,q_431a4ca8b8,has_question,1
bencana hidrometeorologis,analisis dampak ekonomi dari perubahan iklim,successor,1
bencana hidrometeorologis,pemodelan prediksi bencana hidrometeorologis,successor,1
bencana hidrometeorologis,anomali suhu la nina,peer,1
bencana hidrometeorologis,ambang batas la nina,peer,1
bencana hidrometeorologis,peningkatan curah hujan,peer,1
q_60203e992a,mengevaluasi,requires_method,1
proses geografis dan iklim,la nina,prerequisite,1
proses geografis dan iklim,dampak iklim ekstrem,prerequisite,1
proses geografis dan iklim,tenaga endogen (seisme),prerequisite,1
proses geografis dan iklim,bencana hidrometeorologis,prerequisite,1
perbandingan dana pensiun,dana pensiun lembaga keuangan (dplk),has_concept,1
perbandingan dana pensiun,dana pensiun pemberi kerja (dppk),has_concept,1
perbandingan dana pensiun,keunggulan,has_concept,1
perbandingan dana pensiun,karyawan berpindah pekerjaan,has_concept,1
keunggulan,q_d9d85f5165,has_question,1
keunggulan,analisis keuangan dana pensiun,successor,1
keunggulan,regulasi dana pensiun,successor,1
keunggulan,dana pensiun lembaga keuangan (dplk),peer,1
keunggulan,dana pensiun pemberi kerja (dppk),peer,1
keunggulan,karyawan berpindah pekerjaan,peer,1
karyawan berpindah pekerjaan,q_d9d85f5165,has_question,1
karyawan berpindah pekerjaan,analisis keuangan dana pensiun,successor,1
karyawan berpindah pekerjaan,regulasi dana pensiun,successor,1
karyawan berpindah pekerjaan,dana pensiun lembaga keuangan (dplk),peer,1
karyawan berpindah pekerjaan,dana pensiun pemberi kerja (dppk),peer,1
karyawan berpindah pekerjaan,keunggulan,peer,1
q_d9d85f5165,mengevaluasi,requires_method,1
pengertian dana pensiun,dana pensiun lembaga keuangan (dplk),prerequisite,1
pengertian dana pensiun,dana pensiun pemberi kerja (dppk),prerequisite,1
pengertian dana pensiun,keunggulan,prerequisite,1
pengertian dana pensiun,karyawan berpindah pekerjaan,prerequisite,1
perbedaan dplk dan dppk,dana pensiun lembaga keuangan (dplk),prerequisite,1
perbedaan dplk dan dppk,dana pensiun pemberi kerja (dppk),prerequisite,1
perbedaan dplk dan dppk,keunggulan,prerequisite,1
perbedaan dplk dan dppk,karyawan berpindah pekerjaan,prerequisite,1
prinsip fundamental pengguna internet pemula,masyarakat jaringan,has_concept,1
prinsip fundamental pengguna internet pemula,"prinsip etika digital (respect, educate, protect)",has_concept,1
"prinsip etika digital (respect, educate, protect)",q_3a2b6f0240,has_question,1
"prinsip etika digital (respect, educate, protect)",implementasi etika digital dalam interaksi online,successor,1
