source,target,relation,weight
prestasi internasional,krisis politik,peer,1
q_0d81490c65,mencipta,requires_method,1
pemahaman konsep pembangunan,pembangunan nasional,prerequisite,1
pemahaman konsep pembangunan,orde lama,prerequisite,1
pemahaman konsep pembangunan,krisis politik,prerequisite,1
pemahaman konsep pembangunan,prestasi internasional,prerequisite,1
pemahaman konsep pembangunan,pembangunan,prerequisite,1
pemahaman konsep pembangunan,pertumbuhan ekonomi,prerequisite,1
pemahaman konsep pembangunan,produk domestik bruto (pdb),prerequisite,1
pemahaman konsep pembangunan,kredit lunak,prerequisite,1
pemahaman konsep pembangunan,pendekatan top-down,prerequisite,1
pemahaman konsep pembangunan,pendekatan bottom-up,prerequisite,1
pemahaman konsep pembangunan,pengentasan kemiskinan,prerequisite,1
pemahaman konsep pembangunan,perencanaan pembangunan,prerequisite,1
pengetahuan tentang periode orde lama,pembangunan nasional,prerequisite,1
pengetahuan tentang periode orde lama,orde lama,prerequisite,1
pengetahuan tentang periode orde lama,krisis politik,prerequisite,1
pengetahuan tentang periode orde lama,prestasi internasional,prerequisite,1
percepatan reformasi birokrasi,reformasi birokrasi,has_concept,1
percepatan reformasi birokrasi,pencegahan kkn,has_concept,1
percepatan reformasi birokrasi,sistem merit,has_concept,1
percepatan reformasi birokrasi,birokrasi patrimonial,has_concept,1
pencegahan kkn,q_c8c8d26cf3,has_question,1
pencegahan kkn,implementasi tata kelola pemerintahan yang baik,successor,1
pencegahan kkn,reformasi birokrasi,peer,1
pencegahan kkn,sistem merit,peer,1
pencegahan kkn,birokrasi patrimonial,peer,1
q_c8c8d26cf3,mencipta,requires_method,1
pemahaman birokrasi patrimonial,reformasi birokrasi,prerequisite,1
pemahaman birokrasi patrimonial,pencegahan kkn,prerequisite,1
pemahaman birokrasi patrimonial,sistem merit,prerequisite,1
pemahaman birokrasi patrimonial,birokrasi patrimonial,prerequisite,1
pengetahuan uu asn,reformasi birokrasi,prerequisite,1
pengetahuan uu asn,pencegahan kkn,prerequisite,1
pengetahuan uu asn,sistem merit,prerequisite,1
pengetahuan uu asn,birokrasi patrimonial,prerequisite,1
penelitian masalah sosial,bullying,has_concept,1
penelitian masalah sosial,metode penelitian sosial,has_concept,1
penelitian masalah sosial,pengembangan instrumen survei,has_concept,1
metode penelitian sosial,q_13cb36b1cf,has_question,1
metode penelitian sosial,analisis data kualitatif/kuantitatif,successor,1
metode penelitian sosial,bullying,peer,1
metode penelitian sosial,pengembangan instrumen survei,peer,1
pengembangan instrumen survei,q_13cb36b1cf,has_question,1
pengembangan instrumen survei,analisis data kualitatif/kuantitatif,successor,1
pengembangan instrumen survei,bullying,peer,1
pengembangan instrumen survei,metode penelitian sosial,peer,1
q_13cb36b1cf,mencipta,requires_method,1
pemahaman konsep bullying,bullying,prerequisite,1
pemahaman konsep bullying,metode penelitian sosial,prerequisite,1
pemahaman konsep bullying,pengembangan instrumen survei,prerequisite,1
pengetahuan tentang teknik pengumpulan data,bullying,prerequisite,1
pengetahuan tentang teknik pengumpulan data,metode penelitian sosial,prerequisite,1
pengetahuan tentang teknik pengumpulan data,pengembangan instrumen survei,prerequisite,1
integrasi sosial dan seni budaya,pemberdayaan komunitas,has_concept,1
integrasi sosial dan seni budaya,aksi sosial,has_concept,1
integrasi sosial dan seni budaya,seni budaya,has_concept,1
integrasi sosial dan seni budaya,kampanye anti-perundungan,has_concept,1
seni budaya,q_bd4b2fb310,has_question,1
seni budaya,evaluasi dampak program pemberdayaan,successor,1
seni budaya,pemberdayaan komunitas,peer,1
seni budaya,aksi sosial,peer,1
seni budaya,kampanye anti-perundungan,peer,1
q_bd4b2fb310,mencipta,requires_method,1
konsep pemberdayaan komunitas,pemberdayaan komunitas,prerequisite,2
konsep pemberdayaan komunitas,aksi sosial,prerequisite,2
konsep pemberdayaan komunitas,seni budaya,prerequisite,1
konsep pemberdayaan komunitas,kampanye anti-perundungan,prerequisite,1
konsep pemberdayaan komunitas,model bottom-up,prerequisite,1
konsep pemberdayaan komunitas,pernikahan dini,prerequisite,1
pemahaman isu sosial,pemberdayaan komunitas,prerequisite,1
pemahaman isu sosial,aksi sosial,prerequisite,1
pemahaman isu sosial,seni budaya,prerequisite,1
pemahaman isu sosial,kampanye anti-perundungan,prerequisite,1
adaptasi terhadap fenomena geologis,gerak epirogenetik negatif,has_concept,1
adaptasi terhadap fenomena geologis,adaptasi komunitas,has_concept,1
adaptasi terhadap fenomena geologis,pulau buton,has_concept,1
adaptasi komunitas,q_32d5214788,has_question,1
adaptasi komunitas,dampak jangka panjang perubahan permukaan bumi,successor,1
adaptasi komunitas,gerak epirogenetik negatif,peer,1
adaptasi komunitas,pulau buton,peer,1
pulau buton,q_32d5214788,has_question,1
pulau buton,dampak jangka panjang perubahan permukaan bumi,successor,1
pulau buton,gerak epirogenetik negatif,peer,1
pulau buton,adaptasi komunitas,peer,1
q_32d5214788,mencipta skenario,requires_method,1
pemahaman tentang geosfer,gerak epirogenetik negatif,prerequisite,1
pemahaman tentang geosfer,adaptasi komunitas,prerequisite,1
pemahaman tentang geosfer,pulau buton,prerequisite,1
pengetahuan tentang lempeng tektonik,gerak epirogenetik negatif,prerequisite,1
pengetahuan tentang lempeng tektonik,adaptasi komunitas,prerequisite,1
pengetahuan tentang lempeng tektonik,pulau buton,prerequisite,1
kebijakan upah dan dampaknya,upah minimum,has_concept,1
kebijakan upah dan dampaknya,kebijakan pemerintah,has_concept,1
kebijakan upah dan dampaknya,dampak ekonomi,has_concept,1
q_deace8291d,prediksi,requires_method,1
peran pelaku ekonomi dalam pasar,rumah tangga konsumen (rtk),has_concept,1
peran pelaku ekonomi dalam pasar,rumah tangga produsen (rtp),has_concept,1
peran pelaku ekonomi dalam pasar,aktivitas konsumsi,has_concept,1
peran pelaku ekonomi dalam pasar,aktivitas produksi,has_concept,1
rumah tangga konsumen (rtk),q_96943c0871,has_question,1
rumah tangga konsumen (rtk),analisis keseimbangan pasar,successor,1
rumah tangga konsumen (rtk),rumah tangga produsen (rtp),peer,2
rumah tangga konsumen (rtk),aktivitas konsumsi,peer,1
rumah tangga konsumen (rtk),aktivitas produksi,peer,1
rumah tangga konsumen (rtk),q_506183928a,has_question,1
rumah tangga konsumen (rtk),analisis dampak kebijakan fiskal,successor,1
rumah tangga konsumen (rtk),peran pemerintah,peer,1
rumah tangga konsumen (rtk),alur interaksi ekonomi,peer,1
aktivitas konsumsi,q_96943c0871,has_question,1
aktivitas konsumsi,analisis keseimbangan pasar,successor,1
aktivitas konsumsi,rumah tangga konsumen (rtk),peer,1
aktivitas konsumsi,rumah tangga produsen (rtp),peer,1
aktivitas konsumsi,aktivitas produksi,peer,1
aktivitas produksi,q_96943c0871,has_question,1
aktivitas produksi,analisis keseimbangan pasar,successor,1
aktivitas produksi,rumah tangga konsumen (rtk),peer,1
aktivitas produksi,rumah tangga produsen (rtp),peer,1
aktivitas produksi,aktivitas konsumsi,peer,1
q_96943c0871,mencipta,requires_method,1
peran rtk dan rtp,rumah tangga konsumen (rtk),prerequisite,1
peran rtk dan rtp,rumah tangga produsen (rtp),prerequisite,1
peran rtk dan rtp,aktivitas konsumsi,prerequisite,1
peran rtk dan rtp,aktivitas produksi,prerequisite,1
manfaat kesehatan keanekaragaman hayati,keanekaragaman hayati,has_concept,1
manfaat kesehatan keanekaragaman hayati,manfaat kesehatan,has_concept,1
manfaat kesehatan keanekaragaman hayati,kampanye media sosial,has_concept,1
manfaat kesehatan,q_1afded38ca,has_question,1
manfaat kesehatan,implementasi kampanye edukasi,successor,1
manfaat kesehatan,keanekaragaman hayati,peer,1
manfaat kesehatan,kampanye media sosial,peer,1
q_1afded38ca,mencipta konsep kampanye,requires_method,1
pemahaman tentang keanekaragaman hayati,keanekaragaman hayati,prerequisite,1
pemahaman tentang keanekaragaman hayati,manfaat kesehatan,prerequisite,1
pemahaman tentang keanekaragaman hayati,kampanye media sosial,prerequisite,1
pengetahuan tentang manfaat ekonomi dan lingkungan,keanekaragaman hayati,prerequisite,1
pengetahuan tentang manfaat ekonomi dan lingkungan,manfaat kesehatan,prerequisite,1
pengetahuan tentang manfaat ekonomi dan lingkungan,kampanye media sosial,prerequisite,1
peningkatan belanja negara (g uparrow),q_eb9271b822,has_question,1
peningkatan belanja negara (g uparrow),dampak kebijakan fiskal terhadap inflasi,successor,1
peningkatan belanja negara (g uparrow),kebijakan fiskal ekspansif,peer,1
peningkatan belanja negara (g uparrow),apbn,peer,1
q_eb9271b822,prediksi,requires_method,1
perbedaan umk dan ump,upah minimum kabupaten/kota (umk),has_concept,1
perbedaan umk dan ump,upah minimum provinsi (ump),has_concept,1
perbedaan umk dan ump,faktor penentu besaran upah,has_concept,1
faktor penentu besaran upah,q_b5cdb51dc7,has_question,1
faktor penentu besaran upah,analisis kebijakan ketenagakerjaan,successor,1
faktor penentu besaran upah,upah minimum kabupaten/kota (umk),peer,1
faktor penentu besaran upah,upah minimum provinsi (ump),peer,1
q_b5cdb51dc7,mencipta hipotesis,requires_method,1
konsep ump dan umk,upah minimum kabupaten/kota (umk),prerequisite,1
konsep ump dan umk,upah minimum provinsi (ump),prerequisite,1
konsep ump dan umk,faktor penentu besaran upah,prerequisite,1
peran pemerintah dalam ekonomi lokal,rumah tangga pemerintahan,has_concept,1
peran pemerintah dalam ekonomi lokal,produsen kecil,has_concept,1
peran pemerintah dalam ekonomi lokal,pemasaran online,has_concept,1
peran pemerintah dalam ekonomi lokal,kebijakan ekonomi desa,has_concept,1
rumah tangga pemerintahan,q_357149fcb4,has_question,1
rumah tangga pemerintahan,implementasi kebijakan ekonomi regional,successor,1
rumah tangga pemerintahan,produsen kecil,peer,1
rumah tangga pemerintahan,pemasaran online,peer,1
rumah tangga pemerintahan,kebijakan ekonomi desa,peer,1
produsen kecil,q_357149fcb4,has_question,1
produsen kecil,implementasi kebijakan ekonomi regional,successor,1
produsen kecil,rumah tangga pemerintahan,peer,1
produsen kecil,pemasaran online,peer,1
produsen kecil,kebijakan ekonomi desa,peer,1
pemasaran online,q_357149fcb4,has_question,1
pemasaran online,implementasi kebijakan ekonomi regional,successor,1
pemasaran online,rumah tangga pemerintahan,peer,1
pemasaran online,produsen kecil,peer,1
pemasaran online,kebijakan ekonomi desa,peer,1
kebijakan ekonomi desa,q_357149fcb4,has_question,1
kebijakan ekonomi desa,implementasi kebijakan ekonomi regional,successor,1
kebijakan ekonomi desa,rumah tangga pemerintahan,peer,1
kebijakan ekonomi desa,produsen kecil,peer,1
kebijakan ekonomi desa,pemasaran online,peer,1
q_357149fcb4,mencipta,requires_method,1
peran rtk dan rtd,rumah tangga pemerintahan,prerequisite,1
peran rtk dan rtd,produsen kecil,prerequisite,1
peran rtk dan rtd,pemasaran online,prerequisite,1
peran rtk dan rtd,kebijakan ekonomi desa,prerequisite,1
keragaman budaya antar benua,keragaman budaya,has_concept,1
keragaman budaya antar benua,pertukaran pelajar internasional,has_concept,1
keragaman budaya antar benua,studi kasus eropa dan asia,has_concept,1
pertukaran pelajar internasional,q_7d0ee3a9e6,has_question,1
pertukaran pelajar internasional,implementasi program pertukaran pelajar,successor,1
pertukaran pelajar internasional,keragaman budaya,peer,1
pertukaran pelajar internasional,studi kasus eropa dan asia,peer,1
studi kasus eropa dan asia,q_7d0ee3a9e6,has_question,1
studi kasus eropa dan asia,implementasi program pertukaran pelajar,successor,1
studi kasus eropa dan asia,keragaman budaya,peer,1
studi kasus eropa dan asia,pertukaran pelajar internasional,peer,1
q_7d0ee3a9e6,mencipta ide program,requires_method,1
pengetahuan tentang benua,keragaman budaya,prerequisite,1
pengetahuan tentang benua,pertukaran pelajar internasional,prerequisite,1
pengetahuan tentang benua,studi kasus eropa dan asia,prerequisite,1
pemahaman tentang budaya,keragaman budaya,prerequisite,1
pemahaman tentang budaya,pertukaran pelajar internasional,prerequisite,1
pemahaman tentang budaya,studi kasus eropa dan asia,prerequisite,1
dampak modernisasi dan teknologi,kesenjangan antar generasi,has_concept,1
dampak modernisasi dan teknologi,culture lag,has_concept,1
dampak modernisasi dan teknologi,dampak teknologi digital,has_concept,1
dampak modernisasi dan teknologi,program komunitas,has_concept,1
kesenjangan antar generasi,q_0df46f986e,has_question,1
kesenjangan antar generasi,implementasi program sosial,successor,1
kesenjangan antar generasi,culture lag,peer,1
kesenjangan antar generasi,dampak teknologi digital,peer,1
kesenjangan antar generasi,program komunitas,peer,1
culture lag,q_0df46f986e,has_question,1
culture lag,implementasi program sosial,successor,1
culture lag,kesenjangan antar generasi,peer,1
culture lag,dampak teknologi digital,peer,1
culture lag,program komunitas,peer,1
dampak teknologi digital,q_0df46f986e,has_question,1
dampak teknologi digital,implementasi program sosial,successor,1
dampak teknologi digital,kesenjangan antar generasi,peer,1
dampak teknologi digital,culture lag,peer,1
dampak teknologi digital,program komunitas,peer,1
program komunitas,q_0df46f986e,has_question,1
program komunitas,implementasi program sosial,successor,1
program komunitas,kesenjangan antar generasi,peer,1
program komunitas,culture lag,peer,1
program komunitas,dampak teknologi digital,peer,1
q_0df46f986e,mencipta ide program,requires_method,1
pemahaman perubahan sosial,kesenjangan antar generasi,prerequisite,1
pemahaman perubahan sosial,culture lag,prerequisite,1
pemahaman perubahan sosial,dampak teknologi digital,prerequisite,1
pemahaman perubahan sosial,program komunitas,prerequisite,1
partisipasi siswa dalam sekolah,audiensi publik,has_concept,1
partisipasi siswa dalam sekolah,partisipasi siswa,has_concept,1
partisipasi siswa dalam sekolah,kebijakan sekolah,has_concept,1
partisipasi siswa,q_6d67487044,has_question,1
partisipasi siswa,implementasi mekanisme partisipasi,successor,1
partisipasi siswa,audiensi publik,peer,1
partisipasi siswa,kebijakan sekolah,peer,1
kebijakan sekolah,q_6d67487044,has_question,1
kebijakan sekolah,implementasi mekanisme partisipasi,successor,1
kebijakan sekolah,audiensi publik,peer,1
kebijakan sekolah,partisipasi siswa,peer,1
q_6d67487044,mencipta,requires_method,1
pemahaman konsep partisipasi,audiensi publik,prerequisite,1
pemahaman konsep partisipasi,partisipasi siswa,prerequisite,1
pemahaman konsep partisipasi,kebijakan sekolah,prerequisite,1
analisis kebutuhan sekolah,audiensi publik,prerequisite,1
analisis kebutuhan sekolah,partisipasi siswa,prerequisite,1
analisis kebutuhan sekolah,kebijakan sekolah,prerequisite,1
penerapan prinsip sejarah modern,prinsip sejarah,has_concept,1
penerapan prinsip sejarah modern,metode penelitian sejarawan,has_concept,1
penerapan prinsip sejarah modern,peristiwa terkini,has_concept,1
penerapan prinsip sejarah modern,film dokumenter,has_concept,1
prinsip sejarah,q_49a1c45245,has_question,1
prinsip sejarah,analisis kontemporer sejarah,successor,1
prinsip sejarah,metode penelitian sejarawan,peer,1
prinsip sejarah,peristiwa terkini,peer,1
prinsip sejarah,film dokumenter,peer,1
metode penelitian sejarawan,q_49a1c45245,has_question,1
metode penelitian sejarawan,analisis kontemporer sejarah,successor,1
metode penelitian sejarawan,prinsip sejarah,peer,1
metode penelitian sejarawan,peristiwa terkini,peer,1
metode penelitian sejarawan,film dokumenter,peer,1
peristiwa terkini,q_49a1c45245,has_question,1
peristiwa terkini,analisis kontemporer sejarah,successor,1
peristiwa terkini,prinsip sejarah,peer,1
peristiwa terkini,metode penelitian sejarawan,peer,1
peristiwa terkini,film dokumenter,peer,1
film dokumenter,q_49a1c45245,has_question,1
film dokumenter,analisis kontemporer sejarah,successor,1
film dokumenter,prinsip sejarah,peer,1
film dokumenter,metode penelitian sejarawan,peer,1
film dokumenter,peristiwa terkini,peer,1
q_49a1c45245,mencipta,requires_method,1
konsep etimologi sejarah,prinsip sejarah,prerequisite,1
konsep etimologi sejarah,metode penelitian sejarawan,prerequisite,1
konsep etimologi sejarah,peristiwa terkini,prerequisite,1
konsep etimologi sejarah,film dokumenter,prerequisite,1
ekonomi dan produksi,sistem produksi dan faktor produksi,has_subtopic,1
sistem produksi dan faktor produksi,sistem produksi sederhana,has_concept,1
sistem produksi dan faktor produksi,pembuatan kompos,has_concept,1
sistem produksi dan faktor produksi,faktor-faktor produksi,has_concept,1
